allfunds_id,isin,name_last,n_obs,start_date,end_date,ann_return,ann_vol,sharpe,sortino,max_drawdown,ret_skew,ret_kurt,alpha_daily,beta_mkt,beta_smb,beta_hml,beta_wml,asia_name_flag,japan_name_flag,pacific_name_flag,ann_return_scaled,ann_vol_scaled,sharpe_scaled,sortino_scaled,max_drawdown_scaled,ret_skew_scaled,ret_kurt_scaled,beta_mkt_scaled,beta_smb_scaled,beta_hml_scaled,beta_wml_scaled,max_abs_scaled,l2_scaled,outlier_clustering_flag
8879,LU1475744287,"RENTA 4 SICAV VALOR RELATIVO ""R"" (EUR) A",1159,2016-11-09,2021-07-15,0.0111099590651799,0.0449218997238591,-0.0154093473397528,-0.0466347093408707,-0.1068434392669117,27.71340631630125,880.5838614212878,-1.4665269303417553e-05,0.0801996935018957,0.0428370342785001,0.0153356207977495,-0.0035346115241281,0,0,0,-0.7053470928579886,-0.859116327282407,-0.005881920694285,0.0018978729013713,1.1706967278964022,14.68196756467502,18.570693264188773,-1.093552004656364,-0.3595269931188777,0.2027018313309211,-0.391039326927781,18.570693264188773,23.760389300869633,1
10922,IE00BDBBQL54,"PIMCO GIS US INVESTME ""E"" (USD) D",843,2016-09-20,2021-07-15,0.0356511090246924,0.0715081726543448,0.3854027311493132,1.0203945535541312,-0.0802707930367496,17.57827963273219,432.5168877387507,0.0001042450334323,-0.0067026580021766,0.0053578323660989,-0.043800550951964,0.0600207367860335,0,0,0,-0.4540435681806762,-0.5643983865516928,0.0327343618934916,0.0442295728612144,1.380822207567885,9.575603792529758,8.837900009731602,-1.3612261904904157,-0.5374761702121215,-0.1795783890182177,0.1607556258293803,9.575603792529758,13.207383222304498,1
13172,LU1403048835,"MIRAE ASSET GLOBL EM OPP BD ""I"" (EURHDG)",281,2017-03-07,2018-04-20,-0.0498796283568993,0.0531101753807605,-1.0561777517660662,-0.5780458705835965,-0.0258143595041325,-14.786405632559436,234.93181870225263,-0.0002680409820346,-0.001920800039344,0.0490738649700496,0.0194679934694147,0.1170394288899902,0,0,0,-1.32988580897641,-0.7683464872959143,-0.1061548639779848,-0.0191845271932663,1.811441127419798,-6.730640963492458,4.54600897546314,-1.3464972457055864,-0.3299148660563777,0.229415165805376,0.6557985663893867,6.730640963492458,8.60373381519595,1
14571,FR0010213355,"GROUPAMA ENTREPRISES ""I"" (EUR)",1386,2016-01-06,2021-07-15,-0.0025212320679254,0.0001825661576748,-67.60609445365206,-75.64817816386648,-0.0138013565510557,-1.2446526493300654,5.74010494624148,-4.898655057255336e-05,0.0012140767739416,0.0018233191047787,0.000962635163209,8.300338102660604e-05,0,0,0,-0.844931683757394,-1.3550671622402102,-6.517913709272199,-2.9974030509880345,1.90643497883927,0.092077587920047,-0.4324333035753844,-1.3368412860662553,-0.5542578436252088,0.1097890175170348,-0.3596307720420181,6.517913709272199,7.751351250632894,1
15796,LU0083137926,"BNP EURO MONEY MARKET ""C"" (EUR) INC",1366,2016-01-06,2021-07-15,-0.0035753239764013,0.0002004338996015,-67.84771446386435,-68.04636493358994,-0.0192248284800484,-2.283857707798404,7.913627200602241,-5.397003803189286e-05,0.0012236281294299,0.001984650326882,0.0009430251296677,-4.5575110639378616e-05,0,0,0,-0.8557256772080213,-1.3548690922015882,-6.541192615008753,-2.695820247212112,1.8635484092935213,-0.4315033428438232,-0.3852206233776173,-1.336811866248958,-0.5534918519085273,0.1096622502995868,-0.3607471055154526,6.541192615008753,7.659345307534649,1
15822,LU0167238863,"BNP PARIBAS INST USD 1D S T VNAV ""C""(USD",1356,2016-01-06,2021-07-15,0.0116489852120718,0.0007882026049456,2.1507143099477317,222.47797133777084,-1.2016659897362558e-05,1.92748167741526,4.026160906101124,6.565780374015887e-06,0.0004264004176247,0.0004082732816182,0.0008129609408859,0.0002731200364399,0,0,0,-0.6998274179107825,-1.34835347480317,0.2028134948361221,8.830001453970201,2.0154753669845005,1.6902886722206358,-0.4696631463716407,-1.339267464687762,-0.5609764029042772,0.1088214625841178,-0.3579801570476641,8.830001453970201,9.471325065176508,1
19249,LU1512827921,"LO FUNDS - COMMODITY ""N"" (GBPHDG)",473,2016-01-06,2018-04-13,0.2588760738533886,0.2117217396253398,1.0876126092630427,3.762175035665935,-0.0908591891679968,15.386686140721574,295.86596796176315,0.0007107774815784,0.4596369563233348,0.35737188978357,0.0041541707991403,0.103573197126407,0,0,0,1.831799619688208,0.98991702381993,0.1003888477348102,0.1530028115722239,1.2970935568057884,8.471416942155686,5.8696045799435606,0.0751800105649978,1.133867098758772,0.1304203994624147,0.538883170323257,8.471416942155686,10.670859344643738,1
19997,LU0266114585,"GLOBAL PROPERTY ""B""",1384,2016-01-06,2021-07-15,0.487789702617371,0.8688563089892853,0.4462813424443083,0.5345915764613388,-0.4118257261410786,0.8087101725787453,7.515445477088056,0.0012626136749966,0.9970747623830412,0.4893083769953532,0.9314560814342064,0.1412915441609423,0,0,0,4.1758952244161485,8.274478781396425,0.0385997182125454,0.0249565626626982,-1.240976869293141,1.1266199130656838,-0.3938698223150351,1.7305808677757406,1.7602942404781807,6.124876385353436,0.86635826208783,8.274478781396425,11.54252466231,1
20160,LU0273165570,"DWS INVEST GOLD AND PREC MET ""LC"" (USD)",1344,2016-01-06,2021-07-15,0.2772176163641227,0.3510241128198069,0.6694064446525329,0.9940052356434428,-0.4329202262062332,0.6924109417727912,9.36327620027117,0.0006149407926112,0.864187274036629,0.6995324512819074,0.442714929845642,0.7343043278587866,0,0,0,2.0196186211844926,2.534131539112085,0.0600967300585455,0.0431826431032532,-1.407783438207212,1.0680250678844534,-0.3537317281141496,1.3212645531419416,2.7584265142634234,2.9654551784189005,6.014964471718592,6.014964471718592,8.251193558838068,1
20493,LU0266115632,"INDIAN EQUITY ""A"" (EUR)",1363,2016-01-06,2021-07-15,0.583860486284667,0.9250054245983366,0.4869691584509076,0.5850154568491728,-0.5546937151949078,0.7465891046366399,6.291631225596529,0.0015438605014332,0.9426935185030506,0.3959846054193052,-0.2106115148695805,0.3544207644119849,0,0,0,5.159668462179399,8.896910957934233,0.0425197901991814,0.0269570031844487,-2.3707177490539504,1.0953215602448152,-0.4204531944250816,1.5630772855563646,1.317198136297247,-1.2579121762131498,2.7167710305879327,8.896910957934233,11.221317217996797,1
