allfunds_id,isin,name_last,cluster_kmeans,cluster_hac,cluster_candidato_asia,PC1,PC2,ann_return,ann_vol,sharpe,sortino,max_drawdown,beta_mkt,beta_smb,beta_hml,beta_wml
27012,LU0252965834,"BGF EUROPEAN SPECIAL ""D2"" (EUR)",1,1,1,1.472834836818103,-0.645226094059254,0.122611334023889,0.1718477191795511,0.6159389349310822,0.7169425354707519,-0.3437764606265876,0.7029016798204615,0.0782216952720462,-0.121168712669473,0.1080280507099426
27013,LU0288299570,"BGF INDIA ""D2"" (EUR)",0,1,1,2.1766472607610927,1.8715758241845943,0.1172563447912744,0.2222807378661184,0.454629970075906,0.534629846904781,-0.4347066167290884,0.883261113483682,0.2874751152965354,0.334682162017338,0.1136622918491531
27016,LU0278469043,"BGF FIXED INCOME GLOB ""D2"" (USD)",2,0,0,-1.7892408059267877,-0.14777605050654713,0.0396426554015014,0.0350999565894983,0.8274565479049343,0.7715246815154271,-0.0976236351958896,0.0706440374428212,0.0961160699629582,0.0080338317066977,-0.007024766173188
27017,LU0278456651,"BGF FIXED INC GLB OPPORT ""D2""(EURHDG)",2,0,0,-1.859691438072099,-0.14763388556043394,0.0180470293814689,0.0353462350755088,0.2277579490895277,0.2118945165190755,-0.1020408163265301,0.0677070083818339,0.0861930940092002,0.0083275817057398,-0.0013131150862319
27022,LU0137005756,"VONTOBEL EUROPEAN MID-SMALL CAP EQ ""C""",0,1,1,1.9477393108014953,1.049683631137018,0.1095479370483947,0.1777988664953239,0.5291408502497001,0.5980078884073882,-0.4442853050701808,0.8494272044853985,0.3452330166918334,-0.060763033805001,-0.0168958542705903
27023,LU0137009238,"VONTOBEL EURO ST BOND ""C"" (EUR) ACC",2,0,0,-2.6875345246430054,-0.15250517569118752,-0.0004899718884425,0.0126773196626015,-0.8156826361735593,-0.7172518824532605,-0.0516076566996103,0.0461526346086425,0.0342318644540822,0.0124343432044819,-0.0021542165711437
27024,LU0153585996,"VONTOBEL EURO CORP BOND MY ""C"" (EUR) ACC",2,0,0,-1.9727051151645651,0.24715672879008746,0.0246384981956668,0.0358267161235388,0.4044597083089957,0.406962740934342,-0.1264422867592629,0.1347479194276399,0.120886854782892,0.015783572498262,-0.0131674259816719
27025,LU0153585210,"VONTOBEL EUROPEAN EQUITY ""C""  ACC",1,2,1,0.6443269394274941,-1.3603233470510396,0.0679976450866082,0.1485735729972555,0.3765376568904093,0.4446997040984061,-0.3156454688665948,0.4919591227492317,-0.0461139789130099,-0.2063337905870563,0.1071934321597531
27026,LU0218910965,"VONTOBEL GLOBAL EQUITY ""C"" (USD) ACC",1,2,1,1.2519033431143236,-1.9225208872832285,0.1559663152110453,0.1573954758335987,0.8585150814718154,0.980886020641474,-0.312221396731055,0.5585201055383651,-0.0363368462396726,-0.2529681831147116,0.1810063044065187
27052,ES0125323008,"GESTION VALUE ""A"" (EUR)",0,1,1,1.303487705876374,0.640712494983326,0.032983256431873,0.1643698975525697,0.1219060577039169,0.1308796071697202,-0.4609844033902036,0.7250997066227706,0.1329258221005268,-0.028402117547015,-0.009004239868748
27053,ES0131368005,"MUTUAFONDO RENTA FIJA FLEXIBLE ""D""",2,0,0,-2.2381059371701184,0.042653011549825245,0.0202283661675217,0.024451023674636,0.1732150959617232,0.1637906638219964,-0.0724629577671044,0.1098962415413746,0.0825333490532401,0.0070390706548789,-0.0180134758918542
27077,IE00BD38JM62,"PIMCO MORTGAGE OPPORT ""I"" (USD)",2,0,0,-2.7257477600632916,0.062341716524069654,0.0360018252448572,0.024546406475904,0.9424058946872332,0.6006202226952488,-0.0876565295169946,0.0607764932305752,0.0683916566141846,0.0103403708850212,0.0052571760560722
27078,DE0008477076,UNIFAVORIT AKTIEN  (EUR) NET INC,1,2,1,0.8061131554199001,-2.4192565414021447,0.1170232294559863,0.1687065265639913,0.5977118532359842,0.6944730833451376,-0.3144209419188969,0.4005711571381232,-0.2289788862193068,-0.2462710714022956,0.1633580533518078
27083,IE00B23S7Q97,"BNY MELLON BRAZIL EQUITY ""C"" (GBP) D",1,1,1,3.517035133769973,-1.8626665372134275,0.2519672450920582,0.341166488764051,0.6300169113195885,0.8131669696345926,-0.4800157770181431,0.7081906153621321,0.0482168199857836,-0.3407168499542544,0.1273865291365289
